Time (years),Observed Velocity (cm/s)
2.335233523,-1.143197577
2.336233623,-2.923267273
2.337233723,-1.802846001
2.338233823,-1.182261828
2.339233923,-1.674359592
2.340234023,-1.732637885
2.341234123,-0.170240584
2.342234223,-1.575150093
2.343234323,-2.627336944
2.344234423,-2.561763967
2.345234523,-1.847808319
2.346234623,-1.861665714
2.347234723,0.504735652
2.348234823,0.544183117
2.349234923,-2.033447104
2.350235024,-1.399584932
2.351235124,-2.564623679
2.352235224,-0.983993282
2.353235324,-1.960379905
2.354235424,0.262629866
2.355235524,-0.015012218
2.356235624,-1.707367683
2.357235724,0.234803959
2.358235824,-1.685867914
2.359235924,1.726166159
2.360236024,-0.379416104
2.361236124,0.059878293
2.362236224,-0.135077758
2.363236324,-1.415653925
2.364236424,-0.844123348
2.365236524,-0.838517282
2.366236624,-0.287436406
2.367236724,-3.057908047
2.368236824,-0.157052706
2.369236924,-0.363583884
2.370237024,-1.554276691
2.371237124,-3.183572315
2.372237224,-1.268518569
2.373237324,-0.271681204
2.374237424,-0.49001952
2.375237524,-0.560670221
2.376237624,0.193885168
2.377237724,2.169920747
2.378237824,-1.727626554
2.379237924,-2.170023564
2.380238024,-1.796876001
2.381238124,-0.296816239
2.382238224,0.231695821
2.383238324,-0.541197415
2.384238424,-1.292849779
2.385238524,-1.079123327
2.386238624,-1.758793414
2.387238724,-0.509904746
2.388238824,-0.247546453
2.389238924,-2.241295696
2.390239024,-1.270063244
2.391239124,-0.21790097
2.392239224,-2.275923173
2.393239324,-1.053521994
2.394239424,-3.277905163
2.395239524,-2.702925027
2.396239624,-0.521102895
2.397239724,-2.201656984
2.398239824,-1.97968616
2.399239924,-2.06150047
2.400240024,-1.095065284
2.401240124,-1.952905943
2.402240224,-1.785953118
2.403240324,-3.984707525
2.404240424,-3.41795626
2.405240524,-3.166896321
2.406240624,-4.272859109
2.407240724,-2.066937949
2.408240824,-5.1105843
2.409240924,-2.575406031
2.410241024,-3.860152546
2.411241124,-4.456306657
2.412241224,-2.570948422
2.413241324,-4.92257032
2.414241424,-5.951490057
2.415241524,-3.377315512
2.416241624,-5.042532438
2.417241724,-5.783405771
2.418241824,-4.157493298
2.419241924,-5.134889972
2.420242024,-5.460958252
2.421242124,-5.097352326
2.422242224,-4.91702178
2.423242324,-5.924698452
2.424242424,-6.295670698
2.425242524,-6.271252006
2.426242624,-6.51728737
2.427242724,-6.687361616
2.428242824,-7.132250707
2.429242924,-6.099410617
2.430243024,-5.140998437
2.431243124,-4.814337925
2.432243224,-6.696316961
2.433243324,-7.024947061
2.434243424,-7.198539249
2.435243524,-9.165971228
2.436243624,-6.052955499
2.437243724,-7.251309046
2.438243824,-9.287125074
2.439243924,-8.342231123
2.440244024,-8.254453753
2.441244124,-8.139390894
2.442244224,-8.834001734
2.443244324,-6.209016801
2.444244424,-9.221492681
2.445244524,-7.126408549
2.446244624,-8.807146466
2.447244724,-8.474648085
2.448244824,-7.396012512
2.449244924,-8.590296272
2.450245025,-10.47181285
2.451245125,-9.780566577
2.452245225,-9.404836851
2.453245325,-6.656503574
2.454245425,-8.416576892
2.455245525,-9.912852132
2.456245625,-9.316354851
2.457245725,-9.040199916
2.458245825,-8.574917464
2.459245925,-10.38054666
2.460246025,-9.850159461
2.461246125,-8.999038094
2.462246225,-10.46742096
2.463246325,-9.160997913
2.464246425,-11.72327185
2.465246525,-9.361800598
2.466246625,-9.41476314
2.467246725,-10.13037228
2.468246825,-9.50825418
2.469246925,-9.881098947
2.470247025,-8.369672764
2.471247125,-11.35209304
2.472247225,-7.922492952
2.473247325,-10.26892001
2.474247425,-9.304374456
2.475247525,-8.789537431
2.476247625,-9.25225205
2.477247725,-9.31847291
2.478247825,-9.343094156
2.479247925,-8.953270493
2.480248025,-8.679143926
2.481248125,-8.791821074
2.482248225,-10.62588232
2.483248325,-7.8350999
2.484248425,-9.007890808
2.485248525,-8.775459689
2.486248625,-7.718915023
2.487248725,-6.805045782
2.488248825,-7.630402614
2.489248925,-9.018132319
2.490249025,-10.27110127
2.491249125,-8.551879358
2.492249225,-8.819116903
2.493249325,-7.158176923
2.494249425,-8.136020095
2.495249525,-8.903531372
2.496249625,-8.128856993
2.497249725,-5.156327036
2.498249825,-7.124441966
2.499249925,-6.812834446
2.500250025,-8.751639601
2.501250125,-6.325953783
2.502250225,-4.282268436
2.503250325,-5.611071799
2.504250425,-4.569558564
2.505250525,-5.229422971
2.506250625,-6.461383423
2.507250725,-5.518075636
2.508250825,-3.562158865
2.509250925,-5.389783879
2.510251025,-5.13726575
2.511251125,-4.670282544
2.512251225,-2.734993314
2.513251325,-3.848299059
2.514251425,-1.48161287
2.515251525,-3.570156404
2.516251625,-1.399205863
2.517251725,-2.949886898
2.518251825,-3.026203072
2.519251925,-1.230145869
2.520252025,-2.948483902
2.521252125,-2.69320854
2.522252225,-1.585508715
2.523252325,-2.242588759
2.524252425,-1.037689132
2.525252525,-2.753761137
2.526252625,-0.976865582
2.527252725,-0.798198411
2.528252825,0.236980897
2.529252925,0.785709047
2.530253025,1.142114177
2.531253125,-0.493072548
2.532253225,-0.982001025
2.533253325,-0.204951652
2.534253425,0.623566902
2.535253525,2.151675506
2.536253625,0.121975129
2.537253725,0.99098278
2.538253825,0.975642946
2.539253925,1.993309608
2.540254025,1.929943028
2.541254125,1.857051671
2.542254225,2.073676441
2.543254325,2.651242605
2.544254425,1.775109368
2.545254525,1.682550245
2.546254625,2.52437829
2.547254725,3.566206176
2.548254825,4.918927709
2.549254925,2.048233279
2.550255026,0.96566948
2.551255126,3.984357375
2.552255226,3.508209376
2.553255326,4.72851062
2.554255426,2.786570939
2.555255526,4.161511887
2.556255626,4.135146413
2.557255726,2.621481178
2.558255826,4.747670705
2.559255926,4.178717827
2.560256026,6.223146346
2.561256126,4.176429785
2.562256226,5.159708627
2.563256326,6.747023232
2.564256426,5.10949947
2.565256526,5.810518367
2.566256626,5.889589916
2.567256726,5.458464927
2.568256826,4.205806077
2.569256926,5.938029131
2.570257026,5.891970712
2.571257126,4.883228453
2.572257226,5.193001155
2.573257326,5.169588524
2.574257426,7.02897812
2.575257526,5.706491387
2.576257626,7.633161893
2.577257726,5.901181469
2.578257826,7.650944679
2.579257926,7.171180358
2.580258026,7.512718422
2.581258126,5.445596222
2.582258226,7.284696901
2.583258326,7.425473306
2.584258426,6.221239665
2.585258526,8.686638166
2.586258626,6.413046606
2.587258726,6.628717665
2.588258826,6.017112139
2.589258926,6.342550315
2.590259026,6.436148686
2.591259126,5.754265729
2.592259226,6.529791674
2.593259326,5.739617077
2.594259426,4.841999007
2.595259526,5.510237188
2.596259626,7.214551711
2.597259726,6.087446646
2.598259826,6.70619497
2.599259926,5.821999073
2.600260026,7.207585558
2.601260126,3.974645137
2.602260226,4.301417243
2.603260326,5.647518765
2.604260426,6.887898213
2.605260526,5.757898533
2.606260626,5.6628762
2.607260726,5.789426471
2.608260826,4.837748856
2.609260926,3.003170747
2.610261026,2.61985719
2.611261126,3.177913761
2.612261226,3.886407944
2.613261326,4.437891198
2.614261426,4.246507788
2.615261526,4.373090044
2.616261626,4.69379959
2.617261726,2.619707387
2.618261826,2.808459118
2.619261926,3.882947895
2.620262026,2.838515755
2.621262126,3.234859638
2.622262226,2.487055756
2.623262326,2.198822472
2.624262426,2.209068033
2.625262526,2.072468333
2.626262626,1.709571328
2.627262726,0.525712778
2.628262826,3.261703619
2.629262926,0.776676413
2.630263026,0.670326464
2.631263126,0.186373638
2.632263226,-0.111755404
2.633263326,0.275929829
2.634263426,0.238049804
2.635263526,2.595613753
2.636263626,0.229400152
2.637263726,1.465429313
2.638263826,-0.772509614
2.639263926,-0.916598954
2.640264026,-0.181945633
2.641264126,-1.066207867
2.642264226,0.310597581
2.643264326,-2.029664051
2.644264426,0.103061541
2.645264526,-2.547674496
2.646264626,-0.573386178
2.647264726,-2.185876672
2.648264826,-2.826404757
2.649264926,-2.916960982
2.650265027,-1.5900771
2.651265127,-1.756740436
2.652265227,-3.973287931
2.653265327,-3.776670544
2.654265427,-4.681785156
2.655265527,-3.918240392
2.656265627,-3.817336476
2.657265727,-4.043310281
2.658265827,-3.698856113
2.659265927,-4.647579343
2.660266027,-2.930113807
2.661266127,-4.923348105
2.662266227,-5.187222713
2.663266327,-4.569076277
2.664266427,-5.600556653
2.665266527,-4.145287952
2.666266627,-4.178416284
2.667266727,-5.148306955
2.668266827,-4.879895521
2.669266927,-6.320519334
2.670267027,-6.124486419
2.671267127,-5.939150494
2.672267227,-6.530039125
2.673267327,-5.037410469
2.674267427,-6.403597437
2.675267527,-4.205114985
2.676267627,-6.510652658
2.677267727,-4.140763021
2.678267827,-3.650247457
2.679267927,-6.826358323
2.680268027,-5.79687766
2.681268127,-7.197438487
2.682268227,-5.204451228
2.683268327,-6.525325294
2.684268427,-4.650612617
2.685268527,-5.885901126
2.686268627,-7.098323713
2.687268727,-5.314807923
2.688268827,-5.936237167
2.689268927,-6.422046583
2.690269027,-4.634175411
2.691269127,-4.66547506
2.692269227,-5.070244604
2.693269327,-7.177374228
2.694269427,-6.925596107
2.695269527,-5.962001981
2.696269627,-5.217511324
2.697269727,-6.551521445
2.698269827,-6.07376148
2.699269927,-5.380793111
2.700270027,-5.301646539
2.701270127,-5.312838604
2.702270227,-6.955226954
2.703270327,-6.149743137
2.704270427,-6.849703996
2.705270527,-4.772886968
2.706270627,-6.406971549
2.707270727,-3.972867517
2.708270827,-5.79640511
2.709270927,-4.446892555
2.710271027,-5.847971991
2.711271127,-5.015597628
2.712271227,-4.679874486
2.713271327,-4.500533252
2.714271427,-3.784371082
2.715271527,-3.277421599
2.716271627,-5.712123082
2.717271727,-4.491699632
2.718271827,-3.818950086
2.719271927,-4.982052456
2.720272027,-4.032426297
2.721272127,-4.53285503
2.722272227,-2.022929377
2.723272327,-2.820087718
2.724272427,-3.448794045
2.725272527,-2.228556399
2.726272627,-1.452772719
2.727272727,-3.454654296
2.728272827,-4.132726049
2.729272927,-1.027481514
2.730273027,-1.700202296
2.731273127,-3.246271076
2.732273227,-1.233536906
2.733273327,-1.274983468
2.734273427,-2.631339381
2.735273527,-2.214254748
2.736273627,-0.409043202
2.737273727,-1.373485947
2.738273827,-0.393002192
2.739273927,-2.835886653
2.740274027,-2.482399755
2.741274127,-0.027762355
2.742274227,-0.013360986
2.743274327,-1.208145915
2.744274427,-0.48361033
2.745274527,1.191040173
2.746274627,0.187287074
2.747274727,0.513193098
2.748274827,0.894646822
2.749274927,0.940908152
2.750275028,0.032261404
2.751275128,1.440323769
2.752275228,-0.30677332
2.753275328,1.534562372
2.754275428,2.244978144
2.755275528,1.471594677
2.756275628,2.314641813
2.757275728,3.020393823
2.758275828,1.432896253
2.759275928,1.194268262
2.760276028,2.432937898
2.761276128,0.973108924
2.762276228,3.751079344
2.763276328,0.166608656
2.764276428,4.079192439
2.765276528,3.015780622
2.766276628,1.928690286
2.767276728,3.017077424
2.768276828,2.67310177
2.769276928,3.407556401
2.770277028,3.206550109
2.771277128,3.137504921
2.772277228,2.279429395
2.773277328,4.490897169
2.774277428,3.370257879
2.775277528,2.67869396
2.776277628,3.043670787
2.777277728,4.629124353
2.778277828,1.843533479
2.779277928,4.234477709
2.780278028,3.625124779
2.781278128,4.946904682
2.782278228,3.614782212
2.783278328,3.623447516
2.784278428,4.373130681
2.785278528,4.77560285
2.786278628,4.53485984
2.787278728,6.622331992
2.788278828,3.848779669
2.789278928,4.718088304
2.790279028,3.692702256
2.791279128,4.124067087
2.792279228,4.053737995
2.793279328,3.956402454
2.794279428,4.032198937
2.795279528,4.884897798
2.796279628,4.617862982
2.797279728,5.991935861
2.798279828,2.834786224
2.799279928,5.045253122
2.800280028,3.856728031
2.801280128,3.16531799
2.802280228,4.35157742
2.803280328,5.087761056
2.804280428,4.604102953
2.805280528,3.961604549
2.806280628,6.011325532
2.807280728,5.598592706
2.808280828,4.306693357
2.809280928,2.603168434
2.810281028,3.217275139
2.811281128,2.610139902
2.812281228,3.699579443
2.813281328,4.095447268
2.814281428,4.023338616
2.815281528,2.876119798
2.816281628,4.849089398
2.817281728,3.780817861
2.818281828,1.653666753
2.819281928,2.292619828
2.820282028,3.081053948
2.821282128,1.933691481
2.822282228,2.792212174
2.823282328,3.004061627
2.824282428,2.054909254
2.825282528,2.554811166
2.826282628,2.647856724
2.827282728,1.909062887
2.828282828,0.328738127
2.829282928,1.905815606
2.830283028,1.739197289
2.831283128,1.723267521
2.832283228,1.073117016
2.833283328,5.612218347
2.834283428,3.05349191
2.835283528,2.995972955
2.836283628,2.469725533
2.837283728,4.777273364
2.838283828,0.577745098
2.839283928,3.026535023
2.840284028,2.663687308
2.841284128,0.925201439
2.842284228,2.785001887
2.843284328,2.214541548
2.844284428,1.620860413
2.845284528,1.079314926
2.846284628,0.424497458
2.847284728,0.649537488
2.848284828,3.271259867
2.849284928,2.078582506
2.850285029,0.3693243
2.851285129,3.043184449
2.852285229,0.553684687
2.853285329,-0.190183711
2.854285429,0.379695037
2.855285529,1.673475393
2.856285629,0.414600066
2.857285729,1.279203229
2.858285829,0.725873786
2.859285929,0.082358842
2.860286029,-0.729841966
2.861286129,1.660867636
2.862286229,1.335583889
2.863286329,1.597002193
2.864286429,-0.533746038
2.865286529,0.506811633
2.866286629,1.194154446
2.867286729,-1.044308208
2.868286829,-0.350918505
2.869286929,0.589692999
2.870287029,0.130168223
2.871287129,1.14409485
2.872287229,0.883282701
2.873287329,-0.362860396
2.874287429,1.371668079
2.875287529,0.746285687
2.876287629,-0.476645457
2.877287729,1.705487551
2.878287829,1.461310268
2.879287929,-0.335454649
2.880288029,1.610276849
2.881288129,-1.117540771
2.882288229,2.625847704
2.883288329,-1.988359546
2.884288429,1.066176046
2.885288529,3.170044124
2.886288629,1.003402114
2.887288729,1.371188265
2.888288829,1.371145365
2.889288929,0.275815918
2.890289029,1.745308214
2.891289129,1.177912165
2.892289229,2.44090606
2.893289329,1.141824666
2.894289429,0.971707523
2.895289529,2.700206485
2.896289629,2.966528815
2.897289729,2.539247224
2.898289829,2.057316237
2.899289929,2.637857364
2.900290029,3.607444508
2.901290129,2.407847302
2.902290229,1.642154842
2.903290329,4.356132015
2.904290429,4.105898032
2.905290529,1.975848948
2.906290629,3.387774197
2.907290729,3.880603133
2.908290829,2.659071473
2.909290929,5.152903166
2.910291029,2.155142492
2.911291129,3.602587641
2.912291229,3.964652309
2.913291329,4.351436972
2.914291429,5.68104664
2.915291529,4.514893876
2.916291629,4.009235839
2.917291729,6.283977671
2.918291829,5.328961992
2.919291929,4.51230665
2.920292029,5.86151748
2.921292129,5.897948783
2.922292229,6.154625957
2.923292329,5.957585892
2.924292429,6.310254047
2.925292529,4.898553876
2.926292629,5.046792543
2.927292729,8.383941248
2.928292829,6.731396131
2.929292929,4.113525664
2.930293029,7.200110455
2.931293129,6.573581833
2.932293229,6.307535421
2.933293329,7.610618844
2.934293429,6.775859967
2.935293529,7.443687245
2.936293629,7.910284555
2.937293729,8.786285121
2.938293829,7.22749105
2.939293929,7.629328381
2.940294029,10.0367304
2.941294129,8.124525109
2.942294229,7.127408244
2.943294329,8.268256538
2.944294429,7.633336558
2.945294529,8.990612698
2.946294629,8.78967714
2.947294729,9.048819736
2.948294829,6.796451419
2.949294929,9.051491877
2.95029503,9.688389573
2.95129513,8.541502824
2.95229523,11.37233502
2.95329533,8.240817518
2.95429543,8.823229855
2.95529553,9.924118701
2.95629563,9.483781843
2.95729573,8.290107302
2.95829583,8.276793122
2.95929593,9.19694599
2.96029603,8.003446504
2.96129613,8.921184322
2.96229623,8.015262178
2.96329633,10.38771968
2.96429643,8.452467762
2.96529653,7.823851398
2.96629663,8.667901128
2.96729673,9.951725535
2.96829683,10.0619179
2.96929693,8.207831439
2.97029703,10.83287027
2.97129713,10.0894201
2.97229723,9.237155141
2.97329733,9.9785943
2.97429743,10.08133234
2.97529753,9.546321306
2.97629763,8.491097772
2.97729773,10.54485656
2.97829783,8.828483163
2.97929793,8.372330411
2.98029803,8.320971665
2.98129813,9.883786645
2.98229823,7.288475043
2.98329833,6.948036318
2.98429843,8.13970578
2.98529853,8.782423017
2.98629863,9.652466296
2.98729873,10.32736809
2.98829883,9.004097403
2.98929893,8.487320456
2.99029903,8.240778867
2.99129913,8.012878424
2.99229923,6.230986476
2.99329933,7.465150746
2.99429943,6.977220586
2.99529953,7.56892812
2.99629963,7.817525994
2.99729973,8.719728549
2.99829983,6.011189303
2.99929993,6.531169424
3.00030003,8.730061642
3.00130013,8.210269013
3.00230023,6.206298414
3.00330033,6.750359181
3.00430043,5.995026294
3.00530053,6.114276912
3.00630063,4.105099614
3.00730073,6.242519662
3.00830083,4.077847717
3.00930093,4.752802154
3.01030103,4.864386014
3.01130113,4.179929439
3.01230123,4.205667497
3.01330133,5.033725064
3.01430143,3.328527219
3.01530153,3.842197983
3.01630163,1.613317863
3.01730173,2.58227455
3.01830183,4.097805423
3.01930193,5.095717843
3.02030203,4.117919918
3.02130213,2.631374286
3.02230223,3.138454113
3.02330233,3.39915473
3.02430243,1.353532532
3.02530253,1.948308536
3.02630263,0.337843049
3.02730273,-0.684251106
3.02830283,0.04531294
3.02930293,1.11544448
3.03030303,-0.629523169
3.03130313,1.481230026
3.03230323,1.177425623
3.03330333,0.650818031
3.03430343,-1.641179911
3.03530353,-0.245016916
3.03630363,-1.264695592
3.03730373,-1.746864269
3.03830383,-0.717536089
3.03930393,-3.695793442
3.04030403,-2.145410319
3.04130413,-0.73449834
3.04230423,-0.922970899
3.04330433,-3.153485337
3.04430443,-2.871007922
3.04530453,-2.022401315
3.04630463,-4.492497109
3.04730473,-2.812662628
3.04830483,-4.131053816
3.04930493,-2.582519113
3.050305031,-4.054407828
3.051305131,-2.935168423
3.052305231,-1.995590256
3.053305331,-5.367470641
3.054305431,-4.158235484
3.055305531,-4.079223876
3.056305631,-4.929137066
3.057305731,-5.518956554
3.058305831,-4.127787408
3.059305931,-4.88578011
3.060306031,-4.247743672
3.061306131,-5.219459588
3.062306231,-6.979410897
3.063306331,-6.497384388
3.064306431,-5.250003686
3.065306531,-5.808551492
3.066306631,-6.028091151
3.067306731,-5.299450835
3.068306831,-7.033672216
3.069306931,-6.620737115
3.070307031,-6.28570974
3.071307131,-5.506561156
3.072307231,-5.256233661
3.073307331,-5.737842449
3.074307431,-7.149886675
3.075307531,-7.746001088
3.076307631,-6.654086475
3.077307731,-4.840294768
3.078307831,-8.571014719
3.079307931,-5.574239609
3.080308031,-6.077460161
3.081308131,-5.10846552
3.082308231,-6.697307725
3.083308331,-9.257285852
3.084308431,-6.273974884
3.085308531,-6.741228162
3.086308631,-6.682921882
3.087308731,-7.710665932
3.088308831,-6.976090722
3.089308931,-7.043230043
3.090309031,-6.814280895
3.091309131,-5.796738894
3.092309231,-7.041693936
3.093309331,-8.303352282
3.094309431,-6.522591262
3.095309531,-5.624981285
3.096309631,-4.971242141
3.097309731,-4.946514351
3.098309831,-6.848619272
3.099309931,-4.745237041
3.100310031,-6.080548128
3.101310131,-7.209079599
3.102310231,-6.489622008
3.103310331,-5.685294944
3.104310431,-6.158278465
3.105310531,-5.820965432
3.106310631,-6.78112632
3.107310731,-2.118775274
3.108310831,-3.725140408
3.109310931,-3.857681794
3.110311031,-5.968071598
3.111311131,-4.179134077
3.112311231,-4.309096192
3.113311331,-3.18634422
3.114311431,-5.315925579
3.115311531,-2.016538101
3.116311631,-2.472797751
3.117311731,-4.28666039
3.118311831,-3.233745312
3.119311931,-2.294230649
3.120312031,-3.691137327
3.121312131,-2.661077861
3.122312231,-5.047591065
3.123312331,-0.395603326
3.124312431,-1.901340105
3.125312531,-2.958912856
3.126312631,-1.992752963
3.127312731,-1.589925366
3.128312831,-3.115238014
3.129312931,-2.115662621
3.130313031,-2.125686866
3.131313131,-2.328602711
3.132313231,0.006380302
3.133313331,-1.614540518
3.134313431,0.493750459
3.135313531,1.276749794
3.136313631,-1.026024974
3.137313731,1.335021277
3.138313831,0.20299955
3.139313931,-0.126442595
3.140314031,2.605079847
3.141314131,2.09959514
3.142314231,1.411848248
3.143314331,1.206037066
3.144314431,3.134628795
3.145314531,2.008139587
3.146314631,1.632717195
3.147314731,1.762119574
3.148314831,1.736486417
3.149314931,3.789058919
3.150315032,2.753050879
3.151315132,2.792606206
3.152315232,2.346681332
3.153315332,3.720921569
3.154315432,3.715726495
3.155315532,4.529322373
3.156315632,3.781630686
3.157315732,3.108836798
3.158315832,3.012520585
3.159315932,4.1196491
3.160316032,2.248797046
3.161316132,2.750987634
3.162316232,5.511457017
3.163316332,4.104240167
3.164316432,3.586294532
3.165316532,6.043582436
3.166316632,5.281630642
3.167316732,5.246467533
3.168316832,4.77561513
3.169316932,5.222914422
3.170317032,3.806213592
3.171317132,5.235617704
3.172317232,5.742426344
3.173317332,5.610705328
3.174317432,5.586297969
3.175317532,5.775813336
3.176317632,5.196391842
3.177317732,4.757663992
3.178317832,6.997661236
3.179317932,7.980990095
3.180318032,4.286753252
3.181318132,3.593378608
3.182318232,6.088337285
3.183318332,6.407436822
3.184318432,6.518989498
3.185318532,6.859639106
3.186318632,6.569340818
3.187318732,7.365535246
3.188318832,5.421096549
3.189318932,5.401818167
3.190319032,4.840986189
3.191319132,8.146813908
3.192319232,5.150792972
3.193319332,3.968200869
3.194319432,5.273905089
3.195319532,6.126568574
3.196319632,7.907068123
3.197319732,5.811203074
3.198319832,5.443377817
3.199319932,7.146053605
3.200320032,4.902895797
3.201320132,5.668960229
3.202320232,5.058436531
3.203320332,5.737480733
3.204320432,3.870711273
3.205320532,4.648603367
3.206320632,6.050486376
3.207320732,5.936866205
3.208320832,6.344196694
3.209320932,4.328045
3.210321032,5.64460192
3.211321132,5.33702099
3.212321232,2.501620999
3.213321332,4.397497163
3.214321432,4.580578991
3.215321532,3.500583193
3.216321632,3.450735725
3.217321732,3.319482682
3.218321832,4.018479146
3.219321932,3.943132788
3.220322032,4.0327462
3.221322132,2.381033766
3.222322232,1.869281622
3.223322332,3.77026944
3.224322432,2.946146462
3.225322532,5.895176358
3.226322632,1.86931029
3.227322732,2.514745898
3.228322832,3.192349571
3.229322932,3.75711383
3.230323032,0.727757576
3.231323132,1.550852773
3.232323232,1.043805831
3.233323332,2.313275118
3.234323432,1.104926171
3.235323532,2.521369027
3.236323632,1.222503096
3.237323732,1.841695372
3.238323832,1.650386521
3.239323932,1.53676535
3.240324032,1.983670721
3.241324132,1.614970347
3.242324232,0.407679244
3.243324332,0.935514749
3.244324432,0.878840762
3.245324532,0.848174433
3.246324632,-0.678031265
3.247324732,-0.92238626
3.248324832,-0.456604252
3.249324932,-0.764388485
3.250325033,-0.85370281
3.251325133,-2.718928117
3.252325233,-0.625871571
3.253325333,-0.762754534
3.254325433,-0.579439547
3.255325533,-1.388870364
3.256325633,-1.945611297
3.257325733,-1.480290473
3.258325833,-1.729666363
3.259325933,-1.525300041
3.260326033,-0.072929457
3.261326133,-1.409487191
3.262326233,-2.503668754
3.263326333,-2.095232478
3.264326433,-1.315280507
3.265326533,-2.310775735
3.266326633,-2.228960826
3.267326733,-1.585726945
3.268326833,-3.943753455
3.269326933,-3.946639566
3.270327033,-4.095745613
3.271327133,-1.208831555
3.272327233,-2.309163688
3.273327333,-3.769527474
3.274327433,-4.009197125
3.275327533,-2.431616325
3.276327633,-3.341394297
3.277327733,-3.533983915
3.278327833,-3.106956295
3.279327933,-2.923420787
3.280328033,-4.167355147
3.281328133,-3.55292606
3.282328233,-2.283811696
3.283328333,-3.363866452
3.284328433,-5.245641979
3.285328533,-4.431705082
3.286328633,-3.797004155
3.287328733,-4.158674941
3.288328833,-4.149553545
3.289328933,-4.043722917
3.290329033,-4.139008863
3.291329133,-4.135910501
3.292329233,-5.710077146
3.293329333,-4.789700469
3.294329433,-4.116528438
3.295329533,-4.060801055
3.296329633,-3.631214128
3.297329733,-3.634349449
3.298329833,-4.775447994
3.299329933,-5.56030546
3.300330033,-2.969578965
3.301330133,-5.103300197
3.302330233,-4.067863824
3.303330333,-2.903523668
3.304330433,-3.813109261
3.305330533,-2.65239868
3.306330633,-4.097210262
3.307330733,-5.17000085
3.308330833,-3.387844194
3.309330933,-2.810557937
3.310331033,-3.127212916
3.311331133,-3.136745853
3.312331233,-3.215893305
3.313331333,-4.290128562
3.314331433,-3.730870914
3.315331533,-3.947305357
3.316331633,-4.154285526
3.317331733,-2.378874229
3.318331833,-3.358953769
3.319331933,-3.374309576
3.320332033,-2.96472729
3.321332133,-4.098246621
3.322332233,-2.98456344
3.323332333,-4.278801255
3.324332433,-2.683951674
3.325332533,-2.144496379
3.326332633,-1.707739901
3.327332733,-3.275058166
3.328332833,-1.157208653
3.329332933,-3.189454586
3.330333033,-2.074286989
3.331333133,-2.664109057
3.332333233,-0.171385608
3.333333333,-2.632733653
3.334333433,-0.061687992
3.335333533,-2.325830523
3.336333633,-1.282628303
3.337333733,-1.49506318
3.338333833,-0.734401257
3.339333933,1.196313153
3.340334033,-1.499276668
3.341334133,-0.987021283
3.342334233,-2.541621971
3.343334333,-1.254196875
3.344334433,-1.401174009
3.345334533,-1.702019024
3.346334633,-1.122518382
3.347334733,-0.013322715
3.348334833,-1.204924753
3.349334933,-3.45510563
3.350335034,-0.419921868
3.351335134,-0.747137186
3.352335234,0.211563983
3.353335334,-2.175204428
3.354335434,-1.848763226
3.355335534,0.040942028
3.356335634,-0.540659655
3.357335734,-1.089880274
3.358335834,-0.878838363
3.359335934,-0.477579844
3.360336034,-0.196733714
3.361336134,-1.893514207
3.362336234,-0.812722725
3.363336334,0.598062084
3.364336434,0.493226461
3.365336534,-2.191914635
3.366336634,-1.165025849
3.367336734,-1.200400405
3.368336834,-0.314474828
3.369336934,-1.219103674
3.370337034,-0.563911633
3.371337134,1.709401555
3.372337234,-1.443787494
3.373337334,-1.576354765
3.374337434,-2.099289095
3.375337534,-1.004050924
3.376337634,-2.436845018
3.377337734,-0.437248842
3.378337834,-0.841352046
3.379337934,-3.17249416
3.380338034,-0.415992887
3.381338134,-1.281206647
3.382338234,-1.701029376
3.383338334,-0.034566641
3.384338434,-2.512549774
3.385338534,-0.778025664
3.386338634,-1.634005283
3.387338734,-1.487989743
3.388338834,-3.437755801
3.389338934,-1.75616286
3.390339034,-1.949509457
3.391339134,-1.934795883
3.392339234,0.407354644
3.393339334,-2.076931833
3.394339434,-1.101457598
3.395339534,-2.45014103
3.396339634,-2.127773204
3.397339734,-2.854801854
3.398339834,-3.156587115
3.399339934,-2.813734089
3.400340034,-3.595048664
3.401340134,-2.645014731
3.402340234,-2.258234506
3.403340334,-2.008715673
3.404340434,-2.931316263
3.405340534,-3.641834608
3.406340634,-3.01458035
3.407340734,-3.648406589
3.408340834,-3.111370242
3.409340934,-3.811334269
3.410341034,-3.459415501
3.411341134,-4.96559795
3.412341234,-4.387414427
3.413341334,-5.315811847
3.414341434,-3.53470089
3.415341534,-4.260930414
3.416341634,-5.43262813
3.417341734,-5.76732615
3.418341834,-3.534875495
3.419341934,-5.407385374
3.420342034,-4.863372622
3.421342134,-6.226730703
3.422342234,-4.504354904
3.423342334,-7.354530685
3.424342434,-5.115134633
3.425342534,-5.528198545
3.426342634,-5.672446395
3.427342734,-6.286098944
3.428342834,-6.796456627
3.429342934,-6.065129917
3.430343034,-6.172525181
3.431343134,-6.545950093
3.432343234,-7.296904886
3.433343334,-6.980986371
3.434343434,-8.727549057
3.435343534,-8.192744407
3.436343634,-6.646102861
3.437343734,-9.379093186
3.438343834,-7.331262956
3.439343934,-8.944739608
3.440344034,-8.337341659
3.441344134,-7.952332529
3.442344234,-8.732481209
3.443344334,-5.195621398
3.444344434,-7.689521749
3.445344534,-8.487673266
3.446344634,-8.755616063
3.447344734,-10.98341758
3.448344834,-6.873502507
